"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
26,"ABAT","American Battery Technology Company","-","Basic Materials","Other Industrial Metals & Mining","USA",71.73,,,,210.96,1.04,10.25,,0.96,0.10,,,,-0.91,,,,-55.75%,,0.00%,,84.23%,0.34,-49.96,-26.67%,,72.05,69.61,96.61%,3.39%,0.00%,7.52%,4.02%,9.77%,12.41,6.80,-65.59%,-81.44%,-81.27%,1.17,1.16,0.00,0.11,-1072.46%,-10277.54%,-14543.06%,0.00%,0.00%,0.00%,0.00%,0.55%,0.06%,1.06%,0.56%,0.81%,-2.40%,-5.19%,-0.37%,-7.82%,-33.63%,-86.80%,-78.77%,1.83,0.08,5.07%,9.58%,0.84%,-2.68%,-38.81%,-17.73%,32.73%,-87.37%,32.73%,-98.65%,172.22%,48.61,05/14/2024,2/24/2016,Yes,Yes,98,-0.45%,0.00%,1.00,548.07,0.58,160516,195,6.00,1.00,1.00,1.02,0.98,1.00,-0.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"ABBV","Abbvie Inc","S&P 500","Healthcare","Drug Manufacturers - General","USA",340294.23,64.44,15.93,7.96,6.19,50.19,25.86,19.18,3.84,7.45,6.17,3.20%,220.33%,2.99,2.94,-2.29%,11.37%,-5.77%,8.10%,11.76%,4.31%,-32.44%,55000.00,5297.00,3.29%,3.14%,1765.94,1764.81,99.94%,0.09%,-18.02%,73.25%,1.24%,0.84%,3.17,14.86,3.82%,53.93%,8.17%,0.81,0.71,8.56,10.42,69.31%,31.96%,9.63%,0.02%,0.07%,0.05%,-0.11%,-0.33%,-0.30%,-0.35%,-0.88%,-1.56%,-1.03%,-0.18%,-1.57%,9.92%,18.53%,30.21%,24.32%,0.62,2.94,1.20%,1.46%,-0.81%,-0.82%,9.49%,-3.65%,5.25%,-3.65%,41.81%,-3.65%,492.60%,45.90,10/30/2024 8:30:00 AM,12/10/2012,Yes,Yes,50000,-0.88%,-0.66%,1.81,4688.61,0.94,2233324,28800,201.13,195.65,194.36,196.18,192.49,192.65,-1.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"ABCB","Ameris Bancorp","RUT","Financial","Banks - Regional","USA",4565.53,14.66,13.26,1.83,2.99,1.28,,18.27,51.64,,0.60,0.91%,15.41%,4.51,1.25,19.50%,4.29%,6.83%,8.00%,25.56%,11.99%,44.99%,1529.06,311.15,2.78%,4.13%,69.05,65.18,94.40%,5.63%,0.00%,90.95%,-0.87%,1.17%,2.03,0.76,1.19%,9.08%,7.72%,0.20,,0.13,0.30,,22.08%,20.35%,0.00%,0.04%,0.05%,0.12%,0.26%,0.36%,0.65%,0.89%,1.71%,2.78%,9.84%,7.25%,11.50%,48.74%,75.52%,24.60%,1.02,1.77,2.68%,2.73%,6.46%,9.66%,26.52%,1.07%,25.17%,1.07%,92.94%,1.07%,1869.83%,67.68,10/24/2024 4:30:00 PM,5/19/1994,Yes,Yes,2765,2.78%,0.64%,1.67,373.76,0.41,77431,1162,69.60,63.90,64.31,66.16,63.73,66.10,3.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"ABCL","AbCellera Biologics Inc","-","Healthcare","Biotechnology","Canada",754.38,,,,22.82,0.68,1.08,,3.77,2.36,,,,-0.53,-0.11,10.68%,-22.84%,,10.00%,387.52%,-27.18%,-18.73%,33.06,-153.30,-8.33%,-27.62%,290.82,206.59,71.04%,29.89%,0.00%,33.29%,-2.15%,8.26%,9.80,17.06,-10.39%,-13.30%,-13.02%,10.96,10.96,0.06,0.06,-85.51%,-814.68%,-463.77%,-0.19%,-0.19%,-0.19%,-0.39%,-0.19%,-0.19%,0.26%,0.14%,1.79%,0.00%,-0.39%,-4.47%,-24.03%,-36.79%,-39.90%,-55.16%,0.37,0.13,5.17%,5.24%,0.04%,-1.26%,-32.68%,-12.48%,9.64%,-57.72%,9.64%,-96.44%,9.64%,49.10,11/4/2024 4:30:00 PM,12/11/2020,Yes,Yes,586,0.40%,1.19%,1.22,1740.52,0.80,703117,1875,14.00,2.52,2.55,2.58,2.51,2.56,1.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"ABCS","Alpha Blue Capital US Small-Mid Cap Dynamic ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.25,0.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.17%,0.17%,0.17%,0.17%,0.17%,0.17%,2.40%,2.96%,4.67%,12.76%,,13.23%,,0.27,0.52%,0.54%,1.58%,3.85%,8.52%,0.03%,11.79%,0.03%,17.69%,0.03%,17.69%,61.78,,12/20/2023,No,Yes,,0.17%,-0.10%,,2.35,1.97,2352,8,,28.66,28.63,28.63,28.63,28.68,0.08%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.27%,104,10877994,28.63,0.00,0.00,0.00,0.00,0.00,6741455.00,162.97,9265175.00,574.47,,,,,20.39,"U.S. equity small-mid-cap ETFs"
31,"ABEO","Abeona Therapeutics Inc","-","Healthcare","Biotechnology","USA",272.03,,,,,3.57,2.21,,1.76,2.84,,,,-2.55,-0.38,41.60%,9.64%,38.92%,,-15.07%,-100.00%,71.60%,0.00,-52.60,23.98%,-100.00%,43.31,39.20,90.51%,9.50%,-0.22%,75.46%,447.50%,6.80%,9.15,2.67,-56.09%,-127.38%,-56.93%,7.48,7.48,0.26,0.32,13.31%,0.00%,,0.00%,0.00%,0.00%,-0.30%,-0.05%,-0.30%,0.18%,0.26%,1.64%,-2.62%,-3.81%,17.84%,15.89%,-19.06%,51.72%,25.37%,1.51,0.28,3.72%,5.23%,1.52%,11.40%,12.37%,-6.81%,46.07%,-30.29%,105.94%,-100.00%,186.81%,56.61,8/12/2024 8:30:00 AM,9/19/1980,Yes,Yes,84,-1.24%,1.44%,1.00,291.52,0.37,54101,379,15.92,6.27,6.36,6.30,6.15,6.28,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"ABEQ","Absolute Select Value ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.52,1.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.24%,0.40%,2.05%,0.76%,4.60%,12.63%,20.10%,16.06%,0.62,0.20,0.34%,0.50%,1.06%,2.19%,8.39%,0.26%,8.22%,0.26%,23.21%,0.26%,82.80%,61.88,,1/22/2020,No,Yes,,0.40%,0.12%,,5.26,0.13,352,7,,32.75,32.79,32.79,32.79,32.92,0.52%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Active",0.85%,26,90007499,32.73,0.01,-1631500.00,-1.78,-3191000.00,-3.42,-963000.00,-1.06,-16464000.00,-15.46,22.53,8.08,,,7.28,"U.S. equity value"
33,"ABEV","Ambev S.A. ADR","-","Consumer Defensive","Beverages - Brewers","Brazil",35934.37,12.51,12.95,4.91,2.23,2.10,13.01,8.83,1.09,0.18,0.14,6.01%,69.59%,0.18,0.04,-11.98%,7.07%,-0.73%,2.55%,3.77%,0.73%,-8.78%,16134.72,2893.48,-11.96%,-0.15%,15749.45,15726.20,99.85%,0.00%,,7.95%,-3.33%,0.28%,1.58,43.98,10.61%,16.64%,16.49%,1.11,0.78,0.02,0.04,47.25%,21.65%,17.93%,0.00%,-0.22%,-0.22%,0.00%,-0.22%,0.00%,-0.44%,-0.65%,-0.87%,-2.35%,-3.59%,-1.93%,4.82%,1.11%,-5.51%,-18.39%,1.08,0.06,1.90%,2.07%,-4.18%,-2.72%,-3.82%,-10.74%,13.12%,-19.82%,13.68%,-69.74%,1294.16%,41.14,8/1/2024 8:30:00 AM,11/11/2013,Yes,Yes,43000,-1.08%,-1.28%,2.18,27808.22,0.39,5485678,4694,3.25,2.34,2.31,2.31,2.28,2.29,-2.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"ABG","Asbury Automotive Group Inc","RUT","Consumer Cyclical","Auto & Truck Dealerships","USA",4634.75,11.91,8.09,1.61,0.29,1.39,59.65,,166.70,3.89,,,0.00%,19.48,6.60,-18.20%,7.57%,28.23%,7.40%,18.91%,13.46%,-85.13%,15925.90,399.90,-13.57%,-1.50%,20.33,19.72,97.00%,1.32%,-10.09%,108.50%,-0.60%,12.04%,11.68,2.37,4.33%,12.50%,5.69%,1.25,0.45,1.11,1.58,17.31%,6.32%,2.51%,-0.02%,-0.02%,-0.02%,0.11%,0.33%,0.56%,0.91%,0.91%,1.51%,1.52%,1.62%,5.53%,-9.33%,7.19%,9.21%,3.11%,1.16,6.43,2.10%,2.42%,1.21%,0.97%,2.97%,-6.55%,11.24%,-16.30%,30.03%,-16.30%,14398.09%,53.04,10/29/2024 8:30:00 AM,3/14/2002,Yes,Yes,15000,3.35%,-0.53%,2.55,203.31,0.28,28691,956,249.62,225.65,224.45,231.76,225.77,231.97,2.80%,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"ABL","Abacus Life Inc","-","Financial","Insurance - Life","USA",752.26,,,,7.82,2.92,8.24,,3.45,1.22,,,0.00%,-0.09,0.13,,,,,0.00%,163.06%,-91.39%,96.24,-5.90,38.46%,8.83%,63.24,12.73,20.13%,82.94%,0.00%,16.07%,,6.95%,9.43,0.88,-1.55%,-2.83%,-1.44%,,,0.60,0.78,81.99%,13.92%,-6.13%,0.77%,0.77%,-0.18%,0.27%,-0.91%,-0.51%,-0.47%,-0.54%,-0.81%,-0.52%,3.67%,2.20%,18.56%,-16.23%,60.21%,4.32%,0.12,0.47,4.81%,5.14%,0.75%,-0.21%,-7.26%,-15.03%,13.55%,-23.95%,75.26%,-23.95%,84.23%,52.14,8/12/2024 8:30:00 AM,9/14/2020,Yes,Yes,102,-0.72%,1.40%,1.00,93.79,0.67,32149,224,14.00,10.01,10.15,10.16,9.94,10.08,0.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"ABLV","Able View Global Inc","-","Communication Services","Advertising Agencies","China",37.89,,,,,,,,,,,,0.00%,,,,,,,13.19%,,4012.50%,,,,,17.25,5.20,30.14%,87.52%,0.00%,0.32%,122.51%,0.32%,0.83,0.02,,,,,,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.73%,-0.55%,-0.22%,3.41%,-8.08%,-20.87%,-28.06%,-51.60%,-71.74%,-66.30%,2.96,0.11,6.49%,12.13%,-1.66%,-25.09%,-49.01%,-52.11%,8.97%,-76.90%,35.82%,-93.14%,35.82%,41.62,,9/12/2022,No,Yes,98,2.25%,1.14%,,20.29,0.80,8281,20,,0.88,0.89,0.91,0.88,0.91,3.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"ABM","ABM Industries Inc.","RUT","Industrials","Specialty Business Services","USA",3377.21,22.18,14.68,1.39,0.41,1.84,39.13,12.38,29.23,1.37,0.90,1.67%,23.22%,2.42,0.87,1.07%,3.56%,20.81%,16.00%,5.22%,3.25%,-94.98%,8274.90,156.00,9.14%,2.81%,62.85,61.85,98.41%,1.51%,-9.94%,96.20%,3.16%,1.76%,2.11,1.09,3.12%,8.44%,4.82%,1.38,1.38,0.76,0.80,11.92%,4.03%,1.89%,-0.01%,0.01%,-0.10%,0.04%,-0.10%,-0.04%,-0.06%,-0.24%,-1.16%,-0.34%,2.82%,3.45%,0.05%,21.47%,22.16%,19.98%,1.14,1.22,1.90%,2.30%,3.55%,1.75%,13.23%,-10.03%,10.70%,-10.03%,39.78%,-10.03%,2768.58%,58.43,9/6/2024 8:30:00 AM,2/13/1969,Yes,Yes,123000,-0.34%,-0.02%,2.62,514.79,0.61,158543,1923,57.50,53.98,53.97,54.54,53.73,53.79,-0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"ABNB","Airbnb Inc","NDX, S&P 500","Consumer Cyclical","Travel Services","USA",84377.48,18.17,29.02,1.14,8.03,10.57,7.48,19.59,12.62,17.85,,,0.00%,7.34,2.15,-43.07%,11.57%,,15.95%,27.50%,10.63%,-12.35%,10505.00,4844.00,-5.33%,0.37%,438.00,422.46,96.45%,33.20%,-1.05%,51.87%,-2.22%,3.27%,2.95,13.80,20.39%,74.18%,47.41%,1.41,1.41,0.28,0.28,71.07%,15.27%,46.11%,0.03%,-0.04%,-0.01%,0.02%,0.06%,0.18%,0.04%,0.00%,0.40%,-0.01%,0.69%,13.50%,-9.85%,-14.83%,7.53%,-2.00%,1.18,3.20,2.37%,2.33%,2.70%,9.24%,-7.14%,-2.16%,20.87%,-21.56%,20.87%,-39.34%,62.89%,61.03,8/6/2024 4:30:00 PM,12/10/2020,Yes,Yes,6907,0.06%,-1.08%,2.89,4675.94,0.74,1746306,23154,125.70,134.79,133.34,134.00,132.30,133.42,-1.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"ABNY","YieldMax ABNB Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.26,7.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.00%,0.06%,0.00%,0.30%,-0.30%,0.87%,5.96%,-16.90%,,,-16.48%,,0.27,1.12%,1.38%,2.07%,4.29%,-4.07%,-8.94%,13.35%,-21.36%,13.35%,-21.36%,13.35%,57.69,,6/25/2024,Yes,Yes,,0.06%,-0.44%,,18.96,0.32,3037,59,,16.97,16.89,16.91,16.85,16.90,-0.38%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equity Income","Consumer Discretionary","US","Active",0.99%,9,14882437,17.01,-0.01,-18595.00,-0.12,11156130.00,299.39,12185342.50,451.80,12185342.50,451.80,,,,,-28.76,
40,"ABOS","Acumen Pharmaceuticals Inc","RUT","Healthcare","Biotechnology","USA",141.49,,,,,0.58,0.54,,4.06,4.34,,,,-1.11,-0.36,-20.32%,-16.62%,-54.03%,1.60%,-28.84%,,-20.78%,0.00,-64.86,-21.47%,,57.91,45.03,77.76%,25.05%,0.00%,64.26%,0.34%,3.47%,6.77,1.56,-27.82%,-31.42%,-23.71%,17.37,17.37,0.12,0.12,,0.00%,,0.00%,0.00%,0.00%,0.43%,0.64%,0.64%,0.43%,0.21%,1.07%,0.21%,-0.21%,-7.28%,-23.29%,-32.71%,-37.03%,-38.67%,0.07,0.13,5.08%,5.04%,-2.09%,-7.38%,-25.70%,-24.03%,9.48%,-53.73%,30.10%,-91.27%,30.10%,44.77,8/13/2024 8:30:00 AM,7/1/2021,Yes,Yes,52,-0.21%,0.43%,1.00,231.06,0.39,45631,476,11.20,2.35,2.36,2.41,2.29,2.36,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"ABR","Arbor Realty Trust Inc.","RUT","Real Estate","REIT - Mortgage","USA",2903.67,10.81,9.84,1.35,1.86,1.20,3.04,6.06,12.84,5.07,1.72,11.17%,95.74%,1.42,0.38,-24.53%,-7.86%,3.18%,8.00%,26.80%,-11.20%,-44.03%,1558.50,274.85,9.20%,-4.49%,188.51,181.37,96.21%,3.81%,0.25%,58.46%,-4.57%,33.69%,19.41,61.10,2.08%,10.40%,2.17%,,,3.15,3.48,98.96%,84.63%,17.64%,0.03%,0.08%,0.08%,0.04%,0.00%,0.17%,0.20%,0.20%,0.54%,0.59%,3.36%,5.77%,14.16%,27.59%,11.69%,1.45%,2.02,0.33,2.06%,2.06%,1.22%,8.38%,12.80%,-3.39%,21.74%,-5.81%,30.92%,-48.87%,3045.37%,60.29,8/2/2024 8:30:00 AM,4/7/2004,Yes,Yes,647,0.65%,0.39%,3.17,3148.56,0.33,532566,3708,14.29,15.24,15.30,15.41,15.20,15.40,1.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"ABSI","Absci Corp","RUT","Healthcare","Biotechnology","USA",450.27,,,,138.54,2.03,2.78,,1.95,1.42,,,,-0.93,-0.19,34.04%,16.37%,-46.78%,23.30%,37.94%,-62.28%,51.70%,3.25,-92.26,-21.28%,-33.41%,93.09,92.12,98.96%,18.88%,-12.70%,58.40%,7.35%,14.49%,13.55,13.34,-36.20%,-42.24%,-40.14%,6.49,6.49,0.04,0.06,-324.52%,-3008.03%,-2838.89%,-0.13%,-0.25%,-0.13%,0.25%,-0.40%,0.13%,0.00%,-0.25%,1.82%,-3.29%,0.63%,2.99%,-9.47%,-26.30%,195.90%,-5.60%,2.20,0.24,5.58%,6.02%,0.27%,-0.52%,-8.68%,-13.80%,18.71%,-41.00%,256.85%,-87.42%,256.85%,50.55,8/14/2024 4:30:00 PM,7/22/2021,Yes,Yes,156,-3.17%,-0.12%,1.25,984.64,0.54,272118,1659,8.29,4.10,4.09,4.07,3.87,3.96,-3.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"ABT","Abbott Laboratories","S&P 500","Healthcare","Medical Devices","USA",203289.91,36.88,22.71,4.04,4.99,5.17,28.16,35.96,22.60,4.15,2.23,1.91%,63.81%,3.17,1.20,5.00%,10.33%,19.65%,9.12%,6.10%,4.00%,-5.38%,40725.00,5536.00,3.17%,0.08%,1734.08,1728.47,99.68%,0.66%,-1.50%,77.50%,0.94%,0.68%,2.02,11.83,7.56%,14.47%,10.55%,1.68,1.18,0.33,0.38,50.63%,16.24%,13.59%,-0.01%,-0.02%,-0.07%,-0.12%,-0.16%,-0.12%,-0.16%,-0.31%,-1.13%,-0.14%,1.93%,-0.67%,11.62%,6.99%,28.58%,6.15%,0.72,1.73,1.32%,1.41%,2.29%,3.05%,5.91%,-1.43%,9.09%,-3.95%,28.58%,-18.06%,12054.48%,61.60,10/16/2024 8:30:00 AM,3/1/1937,Yes,Yes,114000,-0.23%,-0.12%,1.75,5860.06,0.68,2038110,21044,127.23,117.25,117.11,118.33,115.92,116.84,-0.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"ABTS","Abits Group Inc","-","Financial","Capital Markets","Hong Kong",15.82,,,,2.96,1.40,39.54,,0.32,0.01,,,,-0.26,,,,11.11%,,244.08%,-99.52%,-872.92%,5.34,-9.10,,,35.55,29.62,83.32%,16.68%,0.00%,0.37%,26.61%,0.83%,7.36,0.25,-54.79%,-57.31%,-80.63%,0.83,0.83,0.00,0.00,-3.43%,-38.62%,-170.22%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-4.71%,-4.83%,-3.28%,-3.28%,2.75%,-13.11%,-15.10%,-42.22%,-49.73%,-60.98%,2.71,0.05,11.51%,8.77%,-6.62%,-9.20%,-36.80%,-26.69%,18.32%,-72.19%,18.32%,-99.60%,18.32%,44.30,,4/10/2014,Yes,Yes,11,-3.28%,-4.17%,,33.62,0.36,6213,47,22.50,0.48,0.46,0.48,0.44,0.44,-7.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"ABUS","Arbutus Biopharma Corp","RUT","Healthcare","Biotechnology","USA",765.50,,,,76.09,6.25,5.39,,0.65,0.75,,,,-0.44,-0.09,12.27%,9.33%,18.41%,,55.33%,-62.89%,-2.33%,10.06,-77.09,-14.58%,-2.29%,169.87,146.67,86.34%,22.31%,-0.02%,51.24%,20.96%,5.02%,6.70,7.36,-45.77%,-59.96%,-59.55%,6.56,6.56,0.06,0.06,85.70%,-819.28%,-766.20%,-0.12%,-0.12%,0.00%,0.25%,0.25%,0.50%,0.68%,2.01%,3.31%,4.24%,7.56%,-4.81%,7.28%,38.87%,118.01%,62.20%,1.91,0.14,2.52%,3.58%,3.75%,2.70%,27.27%,-14.18%,22.88%,-14.18%,139.94%,-87.12%,393.67%,56.63,8/1/2024 8:30:00 AM,7/23/2007,Yes,Yes,73,3.71%,1.30%,1.40,1098.94,0.58,321770,1916,5.00,3.86,3.91,4.06,3.89,4.05,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"ABVC","ABVC BioPharma Inc","-","Healthcare","Biotechnology","USA",6.51,,,,46.51,0.76,7.94,,0.69,0.07,,,,-1.70,,,,12.78%,,2003.75%,1817.53%,86.93%,0.14,-11.37,,,12.42,10.54,84.86%,15.16%,0.00%,1.77%,-13.23%,1.25%,1.66,0.13,-91.52%,-258.00%,-133.46%,0.33,0.33,0.03,0.33,-45.84%,-6259.36%,-8339.01%,0.81%,0.83%,0.83%,-2.67%,-3.62%,-4.31%,-5.16%,-18.46%,-4.67%,-1.08%,-8.18%,-22.44%,-43.62%,-53.19%,-44.22%,-54.80%,0.82,0.06,15.66%,8.44%,-14.16%,-20.32%,-46.82%,-33.41%,29.36%,-84.35%,29.36%,-100.00%,29.36%,36.85,,11/10/2004,No,Yes,19,-1.13%,6.04%,3.00,79.34,40.85,1646191,2341,20.20,0.50,0.53,0.71,0.52,0.52,4.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"ABVE","Above Food Ingredients Inc.","-","Consumer Defensive","Packaged Foods","Canada",4.43,,,,,0.21,,,2.65,0.00,,,,-0.02,,,,,,0.00%,,96.65%,0.00,-0.26,,,5.64,,,,,8.95%,,,0.18,0.04,-0.94%,-1.06%,-1.24%,0.03,0.03,0.00,0.05,,0.00%,,0.00%,0.00%,2.12%,2.12%,2.12%,2.12%,2.59%,2.59%,2.59%,5.68%,2.59%,-7.67%,-67.02%,-94.85%,-94.64%,-94.77%,-0.07,0.08,12.36%,10.72%,-1.95%,-32.22%,-91.91%,-71.44%,10.80%,-95.90%,10.80%,-95.90%,10.80%,36.17,,4/6/2021,No,Yes,2,5.68%,-0.15%,,230.48,0.13,14787,27,,0.52,0.52,0.59,0.54,0.55,5.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"ABVX","Abivax ADR","-","Healthcare","Biotechnology","France",604.96,,,,,4.44,2.54,,2.15,3.77,,,,-3.55,-0.72,20.81%,-0.69%,-15.12%,,0.00%,,10.31%,0.00,-191.85,-3.76%,56.16%,62.92,55.03,87.46%,13.04%,0.00%,41.74%,18.86%,0.49%,2.66,0.27,-78.06%,-171.78%,-95.44%,3.04,3.04,0.48,0.78,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.42%,0.42%,0.84%,0.53%,0.74%,2.03%,4.71%,-16.72%,-28.01%,-35.10%,,-10.65%,0.39,0.53,6.80%,4.66%,-8.62%,-14.42%,-25.66%,-27.41%,9.26%,-43.83%,19.57%,-43.83%,19.57%,34.99,9/9/2024 4:30:00 PM,10/20/2023,No,Yes,61,1.16%,-0.94%,1.18,102.42,1.98,103167,254,32.40,9.54,9.45,9.54,9.20,9.56,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"AC","Associated Capital Group Inc","-","Financial","Asset Management","USA",821.87,25.11,,,16.67,0.90,2.34,,42.87,16.51,0.20,0.52%,11.63%,1.54,,,,,,89.47%,-57.11%,-9.47%,49.30,33.13,,,2.59,2.27,87.64%,89.34%,0.00%,7.78%,-0.02%,0.91%,4.45,0.02,3.52%,3.65%,3.62%,,,0.00,0.00,86.37%,38.28%,67.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.45%,1.82%,1.63%,2.60%,3.29%,6.42%,16.07%,17.63%,19.85%,12.75%,8.20%,0.88,0.74,1.83%,1.70%,9.10%,14.11%,15.64%,4.01%,21.74%,4.01%,35.20%,-40.62%,76.67%,85.05,8/7/2024 4:30:00 PM,11/9/2015,No,Yes,25,3.25%,1.53%,,4.64,3.83,9020,80,,36.86,37.42,38.69,37.42,38.64,4.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"ACA","Arcosa Inc","RUT","Industrials","Engineering & Construction","USA",4693.61,31.93,20.94,2.00,1.93,1.94,45.26,287.95,49.49,2.13,0.20,0.21%,6.14%,3.01,0.92,9.91%,29.41%,16.04%,16.00%,9.72%,13.66%,11.80%,2437.20,147.00,9.38%,0.48%,48.60,47.98,98.72%,1.64%,-0.80%,90.34%,1.11%,1.33%,2.38,0.64,4.03%,6.27%,4.68%,2.31,1.36,0.30,0.31,19.03%,7.68%,6.03%,-0.04%,-0.08%,-0.11%,0.11%,-0.13%,0.49%,0.76%,0.97%,1.77%,0.85%,3.53%,5.95%,7.27%,21.77%,41.09%,16.43%,0.71,2.22,1.82%,2.17%,2.76%,8.05%,13.77%,-0.26%,32.26%,-0.26%,55.24%,-0.26%,358.19%,63.15,8/1/2024 4:30:00 PM,10/30/2018,Yes,Yes,6075,0.90%,0.00%,1.33,268.04,0.24,32241,1031,105.80,95.36,95.36,96.40,94.64,96.22,0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"ACAB","Atlantic Coastal Acquisition Corp II","-","Financial","Shell Companies","USA",92.92,,,,,,387.17,,-1.21,0.03,,,0.00%,-0.17,,,,,,0.00%,,-183.67%,0.00,-1.44,,,8.17,0.72,8.81%,91.22%,0.00%,7.10%,,0.01%,0.01,0.00,-6.21%,-24.72%,,0.04,0.04,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.46%,1.46%,3.02%,7.30%,11.07%,7.50%,0.02,0.30,0.23%,3.29%,1.19%,2.14%,5.61%,-9.74%,5.31%,-9.74%,7.91%,-9.74%,16.17%,54.39,,3/9/2022,No,Yes,4,-0.15%,2.15%,,7.09,0.00,2,2,,11.15,11.39,11.39,11.39,11.37,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
