"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
26,"AAT","American Assets Trust Inc","RUT","Real Estate","REIT - Diversified","USA",1548.08,28.67,35.80,9.56,3.48,1.30,13.48,11.10,19.58,1.89,1.46,5.76%,157.63%,0.89,0.14,-10.71%,-5.33%,14.84%,3.00%,6.14%,1.07%,-0.90%,445.27,53.42,42.86%,-1.79%,60.90,46.09,75.68%,24.31%,0.00%,77.56%,-1.80%,2.20%,3.34,1.01,1.80%,4.50%,1.83%,,,1.45,1.45,35.44%,27.37%,12.00%,-0.05%,-0.04%,0.00%,0.04%,-0.08%,-0.12%,0.08%,0.39%,0.99%,1.62%,0.79%,3.59%,12.38%,18.07%,19.57%,12.93%,1.32,0.80,2.36%,3.47%,1.64%,9.25%,16.18%,-7.71%,21.86%,-7.71%,48.22%,-48.40%,58.46%,57.82,7/30/2024 4:30:00 PM,1/13/2011,Yes,Yes,228,1.62%,0.79%,3.25,303.65,0.41,60276,1386,20.67,24.82,25.01,25.45,25.01,25.42,2.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.37,1.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01%,-0.06%,-0.06%,-0.05%,0.01%,0.00%,0.01%,0.19%,0.22%,0.76%,2.43%,-1.85%,-1.07%,10.32%,10.62%,8.25%,0.64,1.07,0.94%,1.14%,1.77%,0.23%,6.18%,-4.68%,8.80%,-4.68%,18.29%,-29.31%,229.29%,54.48,,8/15/2008,Yes,Yes,,0.81%,0.44%,,479.96,0.42,97427,757,,71.17,71.48,72.10,71.47,72.06,1.25%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Asia ex-Japan","Passive",0.70%,1047,2298453581,71.38,0.01,-113647601.60,-4.71,-55460050.80,-2.36,-283891879.40,-10.99,-590650201.80,-20.44,10.04,-5.18,4.15,2.91,4.04,"Asia-ex-Japan equity"
28,"AB","AllianceBernstein Holding Lp","-","Financial","Asset Management","USA",4006.60,12.15,9.96,,,1.92,,12.78,18.21,0.00,3.01,8.63%,112.01%,2.87,0.71,10.85%,17.59%,-1.29%,-3.88%,0.00%,,84.95%,0.00,326.93,6.61%,2.28%,114.34,110.95,97.04%,3.29%,-0.34%,17.14%,2.64%,1.02%,4.07,1.13,15.83%,15.85%,15.69%,,,0.00,0.00,,0.00%,,0.07%,0.07%,-0.07%,-0.03%,0.06%,0.21%,0.11%,-0.13%,0.34%,2.15%,5.58%,3.45%,2.18%,4.07%,19.48%,12.55%,1.25,0.89,1.79%,2.59%,2.85%,3.59%,7.35%,-2.09%,14.25%,-2.09%,35.21%,-63.21%,1351.43%,59.19,7/26/2024 8:30:00 AM,4/14/1988,Yes,Yes,4707,1.06%,1.17%,1.50,277.56,2.16,287259,1533,41.45,34.16,34.56,35.04,34.47,34.92,2.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"ABAT","American Battery Technology Company","-","Basic Materials","Other Industrial Metals & Mining","USA",62.41,,,,,0.84,10.30,,1.27,0.10,,,,-2.86,,,,-46.01%,,0.00%,,-48.99%,0.00,-33.62,-26.67%,,58.60,56.30,96.08%,3.92%,0.00%,9.47%,0.77%,9.02%,10.55,5.08,-45.86%,-54.22%,-47.98%,0.61,0.57,0.00,0.15,,0.00%,,0.00%,0.00%,0.00%,-0.47%,-0.47%,0.95%,1.43%,0.47%,-1.33%,-4.03%,6.50%,-1.39%,-18.70%,-50.47%,-88.16%,-77.29%,1.83,0.08,8.76%,8.27%,3.95%,-3.13%,-55.25%,-29.00%,42.00%,-92.27%,42.00%,-98.55%,191.22%,51.04,05/14/2024,2/24/2016,Yes,Yes,54,-1.39%,2.86%,1.00,481.55,0.30,69435,251,6.00,1.05,1.08,1.08,1.04,1.07,1.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"ABBV","Abbvie Inc","S&P 500","Healthcare","Drug Manufacturers - General","USA",340190.55,64.42,15.92,10.29,6.19,50.18,25.86,19.17,3.84,7.45,6.18,3.21%,220.33%,2.99,2.95,-2.12%,11.23%,-5.77%,6.26%,11.76%,4.31%,-32.44%,55000.00,5297.00,3.29%,3.14%,1765.94,1764.68,99.93%,0.09%,-33.71%,73.06%,0.10%,0.99%,3.18,17.53,3.82%,53.93%,8.17%,0.81,0.71,8.56,10.42,69.31%,31.96%,9.63%,-0.00%,-0.05%,-0.04%,-0.00%,0.09%,0.04%,-0.07%,0.20%,0.52%,-1.18%,1.15%,9.89%,17.59%,10.42%,26.61%,24.28%,0.61,4.12,1.59%,2.60%,4.70%,10.11%,16.61%,-0.68%,20.55%,-0.68%,41.77%,-0.68%,492.42%,68.46,7/25/2024 8:30:00 AM,12/10/2012,Yes,Yes,50000,-1.18%,0.98%,1.79,5518.31,0.68,1788180,22079,196.63,193.00,194.89,194.99,191.29,192.60,-0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"ABCB","Ameris Bancorp","RUT","Financial","Banks - Regional","USA",4001.92,12.85,11.62,1.61,2.62,1.12,,16.01,51.64,,0.60,1.04%,15.41%,4.51,1.22,17.67%,5.95%,6.83%,8.00%,25.56%,11.99%,44.99%,1529.06,311.15,2.78%,4.13%,69.05,65.18,94.40%,5.63%,-0.19%,93.13%,0.45%,0.98%,1.79,0.64,1.19%,9.08%,7.72%,0.20,,0.13,0.30,,22.08%,20.35%,-0.04%,0.03%,0.02%,0.04%,0.01%,0.05%,0.33%,0.14%,1.21%,1.68%,2.15%,-2.26%,15.42%,23.70%,38.55%,9.22%,1.04,2.06,2.39%,3.89%,-0.60%,8.77%,18.75%,-10.70%,26.23%,-10.70%,69.12%,-10.70%,1626.66%,56.81,7/25/2024 4:30:00 PM,5/19/1994,Yes,Yes,2765,2.33%,0.78%,1.67,357.49,0.31,52640,1414,63.80,56.18,56.62,58.29,57.32,57.94,3.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"ABCL","AbCellera Biologics Inc","-","Healthcare","Biotechnology","Canada",789.72,,,,23.89,0.71,1.14,,3.77,2.36,,,,-0.53,-0.12,6.10%,-17.64%,,10.00%,387.52%,-27.18%,-18.73%,33.06,-153.30,-8.33%,-27.62%,290.82,206.75,71.09%,29.84%,0.00%,36.97%,11.07%,8.42%,10.62,17.42,-10.39%,-13.30%,-13.02%,10.96,10.96,0.06,0.06,-85.51%,-814.68%,-463.77%,-0.56%,-0.56%,-0.56%,-0.56%,-0.93%,-1.29%,-0.92%,-0.74%,-0.19%,3.08%,-3.25%,-20.47%,-27.57%,-48.66%,-51.45%,-53.06%,0.42,0.20,8.18%,6.65%,-8.87%,-12.05%,-37.23%,-31.19%,11.67%,-55.74%,11.67%,-96.27%,11.67%,40.68,8/6/2024 4:30:00 PM,12/11/2020,Yes,Yes,586,0.37%,1.91%,1.00,1639.12,0.58,458377,1643,13.38,2.62,2.67,2.73,2.65,2.68,2.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"ABCS","Alpha Blue Capital US Small-Mid Cap Dynamic ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.15,0.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.18%,-0.18%,-0.18%,-0.18%,-0.18%,-0.18%,2.09%,-1.23%,0.54%,8.84%,,6.84%,,0.39,0.75%,1.17%,0.79%,2.28%,3.99%,-3.27%,5.48%,-3.27%,11.04%,-3.27%,11.04%,55.52,,12/20/2023,No,Yes,,-0.18%,1.47%,,3.21,0.78,1200,3,,26.72,27.11,27.11,27.06,27.06,1.29%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.27%,106,10141364,26.69,0.01,0.00,0.00,521632.00,5.42,6741455.00,198.28,9265175.00,1057.44,,,,,12.74,"U.S. equity small-mid-cap ETFs"
34,"ABEO","Abeona Therapeutics Inc","-","Healthcare","Biotechnology","USA",225.21,,,,,2.96,1.83,,1.76,2.84,,,,-2.55,-0.38,41.60%,9.64%,38.92%,,-15.07%,-100.00%,71.60%,0.00,-52.60,23.98%,-100.00%,43.31,40.95,94.55%,5.46%,-0.38%,59.21%,14.13%,7.25%,6.80,2.97,-56.09%,-127.38%,-56.93%,7.48,7.48,0.26,0.32,13.31%,0.00%,,0.00%,0.00%,0.39%,0.74%,0.66%,0.48%,0.68%,0.77%,0.99%,4.42%,16.33%,-4.06%,10.40%,-15.45%,50.72%,3.79%,1.51,0.33,7.91%,6.90%,7.17%,10.59%,-2.08%,-8.77%,28.71%,-42.29%,70.49%,-100.00%,137.44%,59.89,8/12/2024 8:30:00 AM,9/19/1980,Yes,Yes,84,5.05%,0.00%,1.00,436.71,0.87,181707,878,15.92,4.95,4.95,5.31,4.95,5.20,5.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"ABEQ","Absolute Select Value ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.52,1.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.02%,0.34%,0.34%,1.51%,0.06%,2.19%,10.84%,13.11%,11.02%,0.62,0.24,0.39%,0.48%,1.27%,2.78%,7.16%,-0.79%,5.67%,-0.79%,17.87%,-0.79%,74.87%,61.52,,1/22/2020,No,Yes,,0.34%,0.46%,,4.65,1.69,3773,13,,31.24,31.39,31.49,31.44,31.49,0.80%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Active",0.85%,25,87500000,31.25,0.01,-1559500.00,-1.75,-1559500.00,-1.75,668500.00,0.77,-16228500.00,-15.65,12.94,5.45,,,6.45,"U.S. equity value"
36,"ABEV","Ambev S.A. ADR","-","Consumer Defensive","Beverages - Brewers","Brazil",37901.71,13.19,13.51,4.80,2.35,2.21,13.72,9.32,1.09,0.18,0.13,5.59%,69.59%,0.18,0.04,-11.16%,7.29%,-0.73%,2.75%,3.77%,0.73%,-8.78%,16134.72,2893.48,-11.96%,-0.15%,15749.45,15726.20,99.85%,0.00%,,8.36%,2.19%,0.20%,1.48,31.04,10.61%,16.64%,16.49%,1.11,0.78,0.02,0.04,47.25%,21.65%,17.93%,-0.20%,-0.20%,-0.82%,0.00%,0.21%,0.21%,0.00%,0.00%,0.84%,4.32%,7.12%,10.56%,0.84%,-5.86%,-9.88%,-13.92%,1.04,0.06,2.04%,2.21%,11.99%,13.19%,-1.12%,2.56%,19.91%,-15.44%,19.91%,-68.09%,1370.49%,78.03,8/1/2024 8:30:00 AM,11/11/2013,Yes,Yes,43000,3.00%,0.86%,2.12,21024.86,3.25,32733444,8743,3.19,2.32,2.34,2.43,2.34,2.41,3.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"ABG","Asbury Automotive Group Inc","RUT","Consumer Cyclical","Auto & Truck Dealerships","USA",4649.13,11.94,7.90,,0.29,1.40,59.83,,166.70,3.89,,,0.00%,19.48,6.81,-17.08%,8.96%,28.23%,-2.40%,18.91%,13.46%,-85.13%,15925.90,399.90,-13.57%,-1.50%,20.33,19.87,97.74%,0.55%,-5.75%,109.71%,1.44%,9.38%,10.57,1.86,4.33%,12.50%,5.69%,1.25,0.45,1.11,1.58,17.31%,6.32%,2.51%,0.00%,-0.13%,-0.14%,-0.01%,-0.24%,-0.03%,0.59%,-0.10%,0.62%,0.05%,-0.69%,-9.05%,-2.94%,5.28%,4.26%,3.43%,1.20,9.39,2.17%,3.49%,-4.31%,-1.92%,5.05%,-16.04%,5.77%,-16.04%,30.43%,-16.04%,14443.06%,46.54,8/2/2024 8:30:00 AM,3/14/2002,Yes,Yes,15000,0.04%,4.20%,2.70,176.34,0.77,65087,1361,245.00,223.21,232.59,235.88,230.04,232.69,4.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"ABIO","ARCA biopharma Inc","-","Healthcare","Biotechnology","USA",41.49,,,,,1.27,1.25,,2.25,2.29,,,,-0.50,,,,48.59%,,0.00%,,-79.75%,0.00,-7.20,60.61%,,14.50,13.57,93.59%,6.49%,201.02%,87.43%,11.33%,32.39%,50.33,4.40,-19.22%,-20.05%,-22.10%,26.61,26.61,0.00,0.00,,0.00%,,0.00%,0.69%,0.69%,1.40%,1.40%,-0.37%,-0.37%,0.69%,1.04%,-1.06%,-3.07%,-18.07%,-23.13%,74.36%,40.17%,68.21%,0.87,0.23,9.00%,8.12%,-4.73%,-12.32%,16.28%,-29.74%,9.98%,-36.31%,83.30%,-100.00%,83.30%,41.55,8/1/2024 4:30:00 PM,8/8/1997,Yes,Yes,5,1.04%,1.62%,1.00,87.34,0.48,20058,89,7.00,2.79,2.83,2.86,2.81,2.86,2.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"ABL","Abacus Life Inc","-","Financial","Insurance - Life","USA",773.37,,,,8.04,3.00,8.47,,3.45,1.22,,,0.00%,-0.09,0.13,,,,,0.00%,163.06%,-91.39%,96.24,-5.90,38.46%,8.83%,63.24,13.42,21.22%,82.03%,0.00%,6.30%,-21.69%,1.14%,1.88,0.15,-1.55%,-2.83%,-1.44%,,,0.60,0.78,81.99%,13.92%,-6.13%,1.37%,1.37%,1.37%,0.66%,0.00%,0.63%,0.93%,0.63%,0.05%,-4.43%,0.97%,21.88%,-13.45%,-15.77%,36.32%,7.25%,0.10,0.82,13.80%,8.45%,4.64%,7.86%,1.19%,-16.39%,25.65%,-21.81%,80.17%,-21.81%,89.40%,56.78,8/12/2024 8:30:00 AM,9/14/2020,Yes,Yes,102,-1.52%,0.67%,1.00,81.58,0.25,9729,154,13.67,10.45,10.52,10.70,10.21,10.36,-0.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"ABLV","Able View Global Inc","-","Communication Services","Advertising Agencies","China",61.56,,,,,,,,,,,,0.00%,,,,,,,13.19%,,4012.50%,,,,,17.25,5.33,30.90%,87.28%,0.00%,0.15%,27.51%,0.73%,2.21,0.04,,,,,,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.60%,11.93%,8.89%,9.29%,31.25%,16.21%,-5.16%,-43.24%,-82.85%,-45.56%,2.63,0.21,29.84%,18.16%,24.63%,29.45%,-28.72%,-16.95%,61.54%,-84.02%,119.40%,-88.92%,119.40%,69.23,,9/12/2022,No,Yes,98,8.09%,0.74%,,17.69,1.48,12522,39,,1.35,1.36,1.51,1.39,1.47,8.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"ABM","ABM Industries Inc.","RUT","Industrials","Specialty Business Services","USA",3397.83,14.16,14.66,3.88,0.41,1.84,55.98,9.78,29.38,0.97,0.90,1.66%,23.22%,3.82,0.86,-0.78%,6.34%,20.81%,3.65%,5.22%,1.72%,-11.35%,8208.90,249.40,9.81%,0.94%,62.85,61.81,98.35%,1.52%,-10.82%,100.19%,-3.27%,2.96%,3.11,1.83,5.06%,13.75%,7.84%,1.44,1.44,0.72,0.76,11.95%,4.59%,3.04%,0.04%,-0.02%,0.02%,0.04%,0.09%,0.20%,0.52%,0.45%,0.61%,-1.06%,3.30%,0.71%,17.64%,33.88%,18.99%,20.77%,1.14,1.12,1.40%,1.99%,0.48%,4.51%,19.62%,-3.84%,15.09%,-3.84%,43.95%,-3.84%,2819.91%,59.09,6/6/2024 8:30:00 AM,2/13/1969,Yes,Yes,123000,-0.29%,1.88%,2.62,586.67,0.23,63223,965,53.33,53.30,54.30,54.43,53.60,54.14,1.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"ABNB","Airbnb Inc","NDX, S&P 500","Consumer Cyclical","Travel Services","USA",74600.96,16.04,25.08,0.86,7.10,9.33,6.61,17.91,12.62,17.82,,,0.00%,7.34,2.17,-42.04%,11.90%,,18.60%,27.50%,10.63%,-12.35%,10505.00,4844.00,-5.33%,0.37%,438.00,423.13,96.61%,33.21%,-1.09%,51.78%,-1.19%,2.61%,2.42,11.06,20.39%,74.18%,47.41%,1.41,1.41,0.28,0.28,71.07%,15.27%,46.11%,0.07%,0.04%,-0.03%,0.10%,0.49%,0.62%,0.32%,0.54%,0.58%,0.68%,2.72%,-20.43%,-19.23%,-20.54%,-9.31%,-13.50%,1.22,4.58,2.85%,2.77%,-10.98%,-17.34%,-18.98%,-24.35%,6.69%,-30.77%,6.69%,-46.46%,43.77%,31.59,8/6/2024 4:30:00 PM,12/10/2020,Yes,Yes,6907,-0.19%,1.51%,2.84,4576.51,1.14,2504913,25383,128.90,116.24,117.99,118.03,116.37,117.76,1.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"ABNY","YieldMax ABNB Option Income Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.79,4.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,-0.13%,0.44%,0.22%,-1.66%,3.04%,-21.48%,,,,-21.08%,,0.57,1.27%,1.74%,-12.74%,-17.08%,-17.08%,-25.69%,7.11%,-25.69%,7.11%,-25.69%,7.11%,30.12,,6/25/2024,Yes,Yes,,-0.39%,1.25%,,4.88,0.71,1657,33,,15.84,16.03,15.93,15.90,15.97,0.85%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equity Income","Consumer Discretionary","US","Active",0.99%,8,2751402,15.72,0.02,0.00,0.00,1029212.50,59.76,1029212.50,59.76,1029212.50,59.76,,,,,-76.96,
44,"ABOS","Acumen Pharmaceuticals Inc","RUT","Healthcare","Biotechnology","USA",158.01,,,,,0.65,0.61,,4.06,4.34,,,,-1.11,-0.36,-18.65%,-17.41%,-54.03%,-0.20%,-28.84%,,-20.78%,0.00,-64.86,-21.47%,,57.91,45.03,77.76%,25.05%,0.00%,68.31%,4.20%,4.15%,4.25,1.87,-27.82%,-31.42%,-23.71%,17.37,17.37,0.12,0.12,,0.00%,,0.00%,-0.38%,-0.94%,-0.19%,0.19%,0.19%,0.19%,-0.30%,1.95%,0.00%,-4.01%,-14.33%,-30.79%,-16.51%,-63.06%,-31.51%,0.16,0.24,9.11%,8.63%,-13.05%,-3.02%,-17.26%,-26.94%,26.44%,-63.72%,45.30%,-90.25%,45.30%,44.38,8/13/2024 8:30:00 AM,7/1/2021,Yes,Yes,52,0.77%,3.78%,1.00,439.69,0.24,50153,337,11.20,2.52,2.61,2.65,2.54,2.63,4.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"ABR","Arbor Realty Trust Inc.","RUT","Real Estate","REIT - Mortgage","USA",2628.39,9.79,8.57,1.22,1.69,1.09,2.75,5.49,12.84,5.07,1.72,12.34%,95.74%,1.42,0.39,-23.73%,-5.23%,3.18%,8.00%,26.80%,-11.20%,-44.03%,1558.50,274.85,9.20%,-4.49%,188.51,181.38,96.22%,3.80%,0.22%,60.78%,0.03%,36.94%,18.22,67.01,2.08%,10.40%,2.17%,,,3.15,3.48,98.96%,84.63%,17.64%,0.01%,0.04%,0.00%,0.14%,0.15%,0.25%,0.65%,0.69%,1.86%,1.75%,3.18%,3.34%,-5.04%,9.42%,-8.30%,-8.17%,2.01,0.45,2.00%,3.19%,4.28%,0.96%,3.47%,-12.30%,16.07%,-14.74%,18.51%,-53.72%,2747.17%,55.95,8/2/2024 8:30:00 AM,4/7/2004,Yes,Yes,647,1.57%,0.92%,3.17,3678.71,1.88,3308900,9285,13.67,13.60,13.73,13.95,13.58,13.94,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"ABSI","Absci Corp","RUT","Healthcare","Biotechnology","USA",466.45,,,,143.52,2.11,2.88,,1.95,1.43,,,,-0.93,-0.20,33.07%,14.17%,-46.78%,23.30%,37.94%,-62.28%,51.70%,3.25,-92.26,-21.28%,-33.41%,93.09,91.15,97.92%,19.39%,-11.67%,59.36%,3.16%,11.93%,6.81,10.87,-36.20%,-42.24%,-40.14%,6.49,6.49,0.04,0.06,-324.52%,-1733.55%,-2838.89%,0.24%,0.24%,0.36%,0.49%,0.24%,0.00%,0.06%,-1.43%,0.45%,15.22%,9.42%,-5.82%,-14.51%,-12.23%,151.52%,-1.79%,2.24,0.37,6.82%,8.59%,2.56%,7.35%,5.39%,-20.67%,47.58%,-38.62%,271.25%,-86.92%,271.25%,54.46,8/14/2024 4:30:00 PM,7/22/2021,Yes,Yes,156,7.56%,2.82%,1.29,1596.04,1.35,1030094,4603,8.40,3.73,3.84,4.34,3.77,4.12,10.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"ABT","Abbott Laboratories","S&P 500","Healthcare","Medical Devices","USA",192068.26,34.84,21.47,4.25,4.72,4.88,26.61,33.97,22.60,4.15,2.16,1.96%,63.81%,3.17,1.20,4.96%,10.35%,19.65%,8.20%,6.10%,4.00%,-5.38%,40725.00,5536.00,3.17%,0.08%,1734.08,1727.41,99.62%,0.72%,-0.40%,78.42%,0.27%,0.79%,2.04,13.63,7.56%,14.47%,10.55%,1.68,1.18,0.33,0.38,50.63%,16.24%,13.59%,0.01%,0.00%,0.01%,-0.05%,-0.25%,-0.23%,-0.18%,-0.01%,-0.01%,0.45%,0.57%,5.46%,5.55%,-1.49%,5.19%,0.29%,0.71,2.38,1.54%,2.63%,3.26%,4.86%,2.47%,-1.74%,10.71%,-9.25%,23.10%,-22.59%,13403.66%,60.81,7/18/2024 8:30:00 AM,3/1/1937,Yes,Yes,114000,-0.17%,0.63%,1.73,6674.74,0.80,2569380,21470,124.45,109.89,110.58,111.33,109.76,110.39,0.46%,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"ABTS","Abits Group Inc","-","Financial","Capital Markets","Hong Kong",18.66,,,,11.11,1.65,21.21,,0.32,0.02,,,,-0.35,,,,11.11%,,197.06%,-99.52%,-872.92%,1.68,-12.59,,,35.55,29.62,83.32%,16.68%,0.00%,0.27%,-26.91%,0.85%,8.43,0.25,,,-111.25%,1.65,1.65,0.00,0.00,-222.50%,-309.88%,-748.44%,0.00%,0.00%,0.00%,0.96%,7.14%,7.14%,1.94%,1.94%,-4.53%,14.13%,-2.78%,0.19%,-23.20%,-48.57%,-65.46%,-53.95%,2.75,0.05,6.37%,8.72%,0.98%,-1.70%,-35.18%,-26.06%,31.25%,-67.39%,31.25%,-99.52%,31.25%,50.19,,4/10/2014,Yes,Yes,11,14.13%,-4.09%,,29.89,3.38,48403,49,22.50,0.48,0.46,0.55,0.49,0.52,9.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"ABUS","Arbutus Biopharma Corp","RUT","Healthcare","Biotechnology","USA",712.64,,,,70.84,5.82,5.02,,0.65,0.75,,,,-0.44,-0.09,12.27%,9.33%,18.41%,,55.33%,-62.89%,-2.33%,10.06,-77.09,-14.58%,-2.29%,169.87,146.70,86.36%,22.29%,0.00%,54.50%,4.32%,4.63%,6.67,6.80,-45.77%,-59.96%,-59.55%,6.56,6.56,0.06,0.06,85.70%,-819.28%,-766.20%,0.00%,0.13%,0.00%,0.00%,-0.13%,0.27%,-0.13%,0.13%,0.42%,0.67%,4.86%,-0.13%,34.34%,29.73%,89.70%,51.00%,1.92,0.18,4.31%,4.94%,1.10%,9.39%,36.96%,-5.15%,29.50%,-5.15%,123.37%,-88.01%,359.58%,57.34,8/1/2024 8:30:00 AM,7/23/2007,Yes,Yes,73,0.67%,1.90%,1.40,1018.82,0.54,265671,1393,4.60,3.68,3.75,3.82,3.72,3.78,2.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"ABVC","ABVC BioPharma Inc","-","Healthcare","Biotechnology","USA",9.48,,,,316.11,1.05,12.99,,0.75,0.06,,,,-2.30,,,,12.78%,,2003.75%,-99.06%,26.73%,0.03,-12.62,,,12.05,10.17,84.40%,15.63%,0.00%,1.39%,-79.10%,1.77%,1.41,0.18,-95.10%,-233.43%,-151.45%,0.27,0.27,0.04,0.34,-918.83%,-38460.41%,-49776.99%,0.00%,0.00%,0.25%,4.93%,4.93%,3.55%,2.21%,0.92%,0.92%,6.35%,15.01%,-15.38%,-27.13%,-37.54%,-58.80%,-32.16%,0.81,0.05,6.37%,8.03%,6.10%,2.66%,-30.00%,-18.78%,31.17%,-76.51%,31.17%,-100.00%,31.17%,55.25,,11/10/2004,No,Yes,19,4.93%,0.01%,3.00,128.22,1.25,76480,233,20.20,0.75,0.75,0.79,0.74,0.79,4.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"ABVE","Above Food Ingredients Inc.","-","Consumer Defensive","Packaged Foods","Canada",9.37,,,,,0.44,,,2.65,0.00,,,,-0.02,,,,,,0.00%,,96.65%,0.00,-0.26,,,5.64,,,36.29%,0.00%,17.78%,5.14%,,0.51,0.13,-0.94%,-1.06%,-1.24%,0.03,0.03,0.00,0.05,,0.00%,,0.00%,-2.43%,-2.43%,-2.43%,-2.43%,-2.43%,-0.77%,-6.33%,-2.42%,-7.07%,-9.93%,-30.30%,-86.06%,-89.11%,-88.55%,-88.94%,0.01,0.46,22.73%,19.87%,-21.21%,-74.99%,-86.90%,-90.63%,0.94%,-91.33%,0.94%,-91.33%,0.94%,33.01,,4/6/2021,No,Yes,2,-6.33%,3.31%,,246.66,1.87,221364,289,,1.21,1.25,1.34,1.11,1.17,-3.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,
